漢字,羅馬字
茶米茶,tê-bí-tê
茶洗,tê-sé/tê-sóe
茶籗,tê-khah
草仔子,chháu-á-chí
草地倯,chháu-tē-sông/chháu-tōe-sông
草囷,chháu-khûn
草笠仔,chháu-le̍h-á/chháu-loe̍h-á
荏身命,lám-sin-miā
袂拄好,bē-tú-hó/bōe-tú-hó
袂做得,bē-chò--tit/bōe-chòe--tit
袂博假博,bē-phok-ké-phok/bōe-phok-ké-phok
袂磕得,bē-kha̍p--tit/bōe-kha̍p--tit　
袂曉衰,bē-hiáu-soe/bōe-hiáu-soe
記認,kì-jīn/kì-līn
貢糖,kòng-thn̂g
起豹飆,khí-pà-pio
起酒痟,khí-chiú-siáu
起蛟龍,khí-kau-lêng
迵海,thàng-hái
退流,thè-lâu
退時,thè-sî
酒矸仔嫂,chiú-kan-á-só
馬花糋,bé-hoe-chìⁿ
鬥搭,tàu-tah
鬼頭刀,kúi-thâu-to
㨂甲,tàng-kah
偌久,gōa-kú
做水,chò-chúi/chòe-chúi
做囮,chò-bôe/chòe-bôe
做竅,chò-khiò/chòe-khiò
剪仔龜,chián-á-ku
剪絨仔花,chián-jiông-á-hoe/chián-liông-á-hoe
剪蟲,chián-thâng
參仔氣,sim-á-khùi
國校,kok-hāu
夠月,kàu-goe̍h/kàu-ge̍h
宿題,siok-tê/siok-tôe
寄罪,kià-chōe
寄跤,kià-kha
密密是,ba̍t-ba̍t-sī
徙岫,sóa-siū
徛秋,khiā-chhiu
徛家厝,khiā-ke-chhù
惜花連盆,sioh hoe liân phûn
捾定,kōaⁿ-tiāⁿ
推捒,the-sak
敗馬,pāi-bé
梅仔茶,môe-á-tê
欲晝仔,beh-tàu-á/boeh-tàu-á
涵空龜,âm-khang-ku
涼腔,liâng-khiang
深目,chhim-ba̍k
深緣,chhim-iân
清彩,chheng-chhái
清飯,chheng-pn̄g
爽歪歪,sóng-oaiⁿ-oaiⁿ
牽龜落湳,khan-ku-lo̍h-làm
窒車,that-chhia
笨跤笨手,pūn-kha-pūn-chhiú
粗殘,chho͘-chhân
紲落來,sòa--lo̍h-lâi
規工,kui-kang
規家伙仔,kui-ke-hóe-á/kui-ke-hé-á
規碗捀,kui-óaⁿ-phâng
規嚾規黨,kui-oang-kui-tóng
設使,siat-sú
豚母,thûn-bú/thûn-bó
軟市,nńg-chhī
透底,thàu-té/thàu-tóe
透濫,thàu-lām
逐工,ta̍k-kang
頂下歲,téng-ē-hòe/téng-ē-hè
魚酥,hî-so͘/hû-so͘
鳥隻,chiáu-chiah
鳥鼠仔色,niáu-chhí-á-sek/niáu-chhú-á-sek
鳥鼠仔糖,niáu-chhí-á-thn̂g/niáu-chhú-á-thn̂g　
備辦,pī-pān
博士博,phok-sū-phok
喊,hán
喋詳,thi̍h-siông
喙笑目笑,chhùi-chhiò-ba̍k-chhiò
喙桮,chhùi-poe
喙齒縫,chhùi-khí-phāng
報戶口,pò-hō͘-kháu
報鳥鼠仔冤,pò-niáu-chhí-á-oan/pò-niáu-chhú-á-oan
寒酸,hân-soan
惡人無膽,ok-lâng bô-táⁿ
惡質,ok-chit
提囡仔,the̍h-gín-á
敢是,kám-sī
敢是,káⁿ-sī
敨放,tháu-pàng
斑芝,pan-chi
智覺,tì-kak
棉仔枝,mî-á-ki
欺貧重富,khi-pîn-tiōng-hù
殘殘,chhân-chhân
湠根,thòaⁿ-kin/thòaⁿ-kun
湳仔地,làm-á-tē
湳塗,làm-thô͘
無才,bô-châi
無品,bô-phín
番薯仔囝,han-chî-á-kiáⁿ/han-chû-á-kiáⁿ
痛疼,thàng-thiàⁿ
痟狗病,siáu-káu-pēⁿ/siáu-káu-pīⁿ
發爐,hoat-lô͘
睏尾,khùn-bóe/khùn-bé
睏癖,khùn-phiah
硩注,teh-tù
硩番薯,teh han-chî/teh han-chû
硬拗,ngē-áu/ngī-áu
硬插,ngē-chhah/ngī-chhah
筅黗,chhéng-thûn
粟埕,chhek-tiâⁿ
粟種,chhek-chéng
翕汗,hip-kōaⁿ
菜市仔名,chhài-chhī-á-miâ
菜宅,chhài-the̍h
菜砧,chhài-tiam
菜蟲,chhài-thâng
著獎,tio̍h-chióng/tio̍h-chiáng
著觸,tio̍h-tak
覕鬚,bih-chhiu
詞彙,sû-lūi
買手,bé-chhiú/bóe-chhiú
貿貨底,bāu-hòe-té/bāu-hè-tóe
跋感情,poa̍h-kám-chêng
跙流籠,chhū-liû-lông
鈍目,tūn-ba̍k
閒煩,êng-hoân
韌命,jūn-miā/lūn-miā
順行,sūn-kiâⁿ
黃目子,n̂g-ba̍k-chí
催油,chhui-iû
剾刀蔫,khau-to-lian
塗石流,thô͘-chio̍h-lâu
塗肉,thô͘-bah
媽祖婆,Má-chó͘-pô
幌頭,hàiⁿ-thâu
想欲,siūⁿ-beh/siūⁿ-boeh
搝後跤,khiú-āu-kha
搭胸坎,tah-heng-khám
搵料,ùn-liāu
摁,hmh
摃球,kòng-kiû
摃鼓,kòng-kó͘
暗安,àm-an
暗唸,àm-liām
暗會,àm-hōe
會毋著,hōe-m̄-tio̍h/hē-m̄-tio̍h
會得過,ē-tit-kòe/ē-tit-kè
會跤,hōe-kha
極加,ke̍k-ke
歇涼,hioh-liâng
歇睏日,hioh-khùn-ji̍t/hioh-khùn-li̍t
歇睏時仔,hioh-khùn-sî-á
準拄煞,chún-tú-soah
溜旋,liu-soan
煎粿,chian-kóe/chian-ké
煙筒管,ian-tâng-kóng
煞煞去,soah-soah--khì
矮仔冬瓜,é-á-tang-koe/óe-á-tang-koe
矮鼓,é-kó͘/óe-kó͘
矮頓,é-tǹg/óe-tǹg
碎鹽鹽,chhùi-iâm-iâm
禁尿,kìm-jiō/kìm-liō
腰痠背疼,io-sng-pōe-thiàⁿ
腹腸,pak-tn̂g
萬丈深坑,bān-tn̄g-chhim-kheⁿ/bān-tn̄g-chhim-khiⁿ
萬不幸,bān-put-hēng
落山,lo̍h-soaⁿ
落貨,lo̍h-hòe/lo̍h-hè
落漆,lak-chhat
便若,piān-nā
香芳,hiuⁿ-phang
倚山食山,óa-soaⁿ-chia̍h-soaⁿ
哭賴,khàu-lōa
恩情人,un-chêng-lâng
挨挨陣陣,e-e-tīn-tīn/oe-oe-tīn-tīn
浮浪貢,phû-lōng-kòng
蒂頭,tì-thâu
號頭,hō-thâu
蜂蝦,phang-hê
話仙,ōe-sian
詼諧,khoe-hâi
詼諧,khoe-hâi/khe-hâi
跤胴,kha-tâng
路草,lō͘-chháu
跳踢,thiàu-thah/thiàu-that
過鹹水的,kòe-kiâm-chúi--ê/kè-kiâm-chúi--ê
閘雨棚,cha̍h-hō͘-pêⁿ/cha̍h-hō͘-pîⁿ
隔工,keh-kang
電子批,tiān-chú-phoe
電頭毛店,tiān-thâu-mn̂g-tiàm
頓蹬,tùn-teⁿ/tùn-tiⁿ
飽漿,pá-chiuⁿ
𠞭花,liô-hoe
嗺,sui
墓紙,bōng-chóa
寢頭,chhím-thâu
對同,tùi-tâng
對重,tùi-tiōng
對頭風,tùi-thâu-hong
對頭誤,tùi-thâu-gō͘
摔大眠,siàng-tōa-bîn
斡角,oat-kak
歌仔冊,koa-á-chheh
歌仔先,koa-á-sian
滸苔,hó͘-thî
漚古,àu-kó͘
漚步,àu-pō͘
漚屎步,àu-sái-pō͘
漚戲拖棚,àu-hì-thoa-pêⁿ/àu-hì-thoa-pîⁿ
漳泉濫,Chiang-Choân-lām
粿路,kóe-lō͘/ké-lō͘
粿酺,kóe-pô͘/ké-pô͘
綿精,mî-chiⁿ
緊氣,kín-khùi
緊縒慢,kín-choa̍h-bān
蓋蠟,kài-la̍h
認捌,jīn-bat/līn-bat
趖跤趖手,sô-kha-sô-chhiú
輕便車,kheng-piān-chhia
噗仔聲,pho̍k-á-siaⁿ
墜腸,tūi-tiông
撨徙,chhiâu-sóa/chhâu-sóa
佈田花,pò͘-chhân-hoe
步頻,pō͘-pîn
槺榔,khong-lông
稽考,khe-khó
練仙,liān-sian
蓮花頭,liân-hoe-thâu
蔥仔餅,chhang-á-piáⁿ
蝦卷,hê-kńg
蝦蛄頭,hê-ko͘-thâu
諒情,liōng-chêng
論真,lūn-chin
豬母癲,ti-bó-tian/tu-bú-tian
豬屠,ti-tô͘/tu-tô͘
閬雨縫,làng hō͘-phāng
閬港,làng-káng
靠傷,khò-siong
駐水,tū-chúi
鬧猜猜,nāu-chhai-chhai
噪耳,chhò-hīⁿ/chhò-hī
噸,tòng
樹奶束仔,chhiū-leng-sok-á/chhiū-ni-sok-á
樹梅,chhiū-m̂
激骨話,kek-kut-ōe
燃水,hiâⁿ-chúi
燈仔花,teng-á-hoe
燒烘烘,sio-hōng-hōng
燒唿唿,sio-hut-hut
燖補,tīm-pó͘
磚仔窯,chng-á-iô
糖仔,thn̂g-á
縛跤縛手,pa̍k-kha-pa̍k-chhiú
聬儱,áng-láng
褪毛,thǹg-mn̂g
親疊親,chhin-tha̍h-chhin
賴賴趖,lōa-lōa-sô
鋸屑烌,kì-sut-hu/kù-sut-hu
錢貫,chîⁿ-kǹg
踮沬,tiàm-bī
擇,to̍h
無底代,bô-tī-tāi
霎霎仔雨,sap-sap-á-hō͘
頭兄,thâu-hiaⁿ
頭較大身,thâu-khah-tōa-sin
頭旗,thâu-kî
頭篩仔,thâu-thai-á
頷頸珠,ām-kún-chu
鴨雄仔聲,ah-hêng-á-siaⁿ
龜龜鱉鱉,ku-ku-pih-pih
䆀豆仔,bái-tāu-á
䆀氣,bái-khùi
戲籠,hì-láng
戴小鬼仔殼,tì siáu-kúi-á-khak
簇,chhok
總的,chóng--ê
臨時臨曜,lîm-sî-lîm-iāu
蹓,lau
隱痀橋,ún-ku-kiô
鮢鱖,chu-kòe/chu-kè
點拄,tiám-tuh
擺撥,pái-poah
舊底,kū-té/kū-tóe
舊症頭,kū-chèng-thâu
薰觳仔,hun-khok-á
藏鏡人,Chông-kiàⁿ-jîn/Chông-kiàⁿ-lîn
蟳膏,chîm-ko
蹛院,tòa-īⁿ
轉錢空,tńg-chîⁿ-khang
雙糕潤,siang-ko-jūn/siang-ko-lūn
雜貨仔店,cha̍p-hòe-á-tiàm/cha̍p-hè-á-tiàm
離經,lī-keng
緣金,iân-kim
懵膽,bòng-táⁿ
藥頭,io̍h-thâu
鏨頭短命,chām-thâu-té-miā
麒麟鹿,kî-lîn-lo̍k
懸頂,koân-téng
蠓仔薰,báng-á-hun
鹹酸苦汫,kiâm-sng-khó͘-chiáⁿ
攑香綴拜,gia̍h-hiuⁿ-tòe-pài/gia̍h-hiuⁿ-tè-pài
攑旗軍仔,gia̍h-kî-kun-á
灇水,châng-chúi
爛𤶃仔,nōa-thiāu-á
癩𰣻病,thái-ko-pēⁿ/thái-ko-pīⁿ
癩𰣻蛾仔,thái-ko-ia̍h-á
雞豚仔,ke-thûn-á/koe-thûn-á
鐵釘挽,thih-teng-bán
鐵掃帚,thih-sàu-chhiú
鐵鉼,thih-phiáⁿ
鐵撬,thih-kiāu
鐵鍤,thih-chhiah
顧暝,kò͘-mê/kò͘-mî
儼硬,giám-ngē/giám-ngī
籠面,láng-bīn
聽好,thèng-hó
變工藝,pìⁿ-kang-gē
變弄,pìⁿ-lāng
變相,piàn-siòng
變啥魍,pìⁿ-siáⁿ-báng
變無魍,pìⁿ-bô-báng
鑢卡,lù-khah
豔色,iām-sek
鷹仔目,eng-á-ba̍k
鹽桑仔,iâm-sng-á
鹽酸仔,iâm-sng-á
鑽水沬,chǹg-chúi-bī
戇目,gōng-ba̍k
𣻸塌塌,siûⁿ-lap-lap
食飯會,chia̍h-pn̄g-hōe
金言玉語,kim-giân-gio̍k-gí/kim-giân-gio̍k-gú
好食睏,hó-chia̍h-khùn
隨人食,sûi-lâng-chia̍h
渡鳥,tō͘-chiáu
喙䫌肉,chhùi-phóe-bah
大趁錢,tōa-thàn-chîⁿ
狗肉數,káu-bah-siàu
落空車,làu-khang-chhia
做肉餅,chò-bah-piáⁿ/chòe-bah-piáⁿ
無局,bô-kio̍k
水浸粿,chúi-chìm-kóe/chúi-chìm-ké
天公仔囝,thiⁿ-kong-á-kiáⁿ
一時仔,chi̍t-sî-á
入去,ji̍p-khì/li̍p-khì
入來,ji̍p-lâi/li̍p-lâi
大水,tōa-chúi
大的,tōa--ê
細的,sè--ê/sòe--ê
山內,soaⁿ-lāi
心內,sim-lāi
毋就,m̄-tō
以早,í-chá
出在,chhut-chāi
巧神,khiáu-sîn
目尾,ba̍k-bóe/ba̍k-bé
好好仔,hó-hó-á
好命,hó-miā
有時,ū-sî
官廳,koaⁿ-thiaⁿ
拄拄,tú-tú
爸仔囝,pē-á-kiáⁿ
相𤆬走,sio-chhōa-cháu
食飽,chia̍h-pá
厝裡,chhù--lí/chhù--nih
翁仔某,ang-á-bó͘
做伴,chò-phōaⁿ/chòe-phōaⁿ
偷偷仔,thau-thau-á
唸歌,liām-koa
堅心,kian-sim
通人,thong-lâng
逐項,ta̍k hāng
無夠,bô-kàu
著愛,tio̍h-ài
想講,siūⁿ-kóng
膽肝,tám-koaⁿ
雞卵面,ke-nn̄g-bīn
雞卵清,ke-nn̄g-chheng
面肉,bīn-bah
苧,tē/tōe
稈,koáiⁿ
稜,lêng
騰,thêng
㧣風,tu-hong
袂爽,bē-sóng/bōe-sóng
小使仔,siáu-sú-á
大細聲,tōa-sè-siaⁿ/tōa-sòe-siaⁿ
大墓公,tōa-bōng-kong/tōa-bō͘-kong
歹鬼𤆬頭,pháiⁿ-kúi-chhōa-thâu
歹過,pháiⁿ-kòe/phái-kè
另工,lēng-kang
出破,chhut-phòa
半精肥,pòaⁿ-chiaⁿ-pûi
巧氣,khiáu-khì
仿仔,hóng-á
交定,kau-tiāⁿ
字目,jī-ba̍k/lī-ba̍k
伸輪,chhun-lûn
別工,pa̍t-kang
呔,thài
走斜,cháu-chhoa̍h
坦斜,thán-chhoa̍h
姑不將,ko͘-put-chiong
怪奇,koài-kî
拄仔,tú-á
抾金,khioh-kim
花貓貓,hoe-niau-niau
花彔彔,hoe-lok-lok
花哩囉,hoe-li-lo
後日仔,āu-ji̍t-á/āu-li̍t-á
後改,āu-kái
家私頭仔,ke-si-thâu-á
挐絞絞,jû-ká-ká/lû-ká-ká
缺欠,khoeh-khiàm/kheh-khiàm
紙條仔,chóa-tiâu-á
臭礬,chhàu-hoân
滇流,tīⁿ-lâu
細漢的,sè-hàn--ê/sòe-hàn--ê
船桮,chûn-poe
頂回,téng-hôe
頂改,téng-kái
喜事,hí-sū
散食,sàn-chia̍h
猴死囡仔,kâu-sí-gín-á
塗牛翻身,thô͘-gû-hoan-sin
塌縫,thap-phāng
痲仔,môa-á
幔被仔,moa-phōe-á/moa-phē-á
廟口,biō-kháu
講耍笑,kóng-sńg-chhiò
霜仔枝,sng-á-ki
擲捒,tàn-sak
轉成,tńg-chiâⁿ
襟胸,khim-heng
騙痟的,phiàn-siáu--ê
譬論,phì-lūn
顧更,kò͘-keⁿ/kò͘-kiⁿ
後回,āu-hôe
會和,ē-hô
偷走學,thau-cháu-o̍h
倒勼,tò-kiu
祖公仔屎,chó͘-kong-á-sái
結嚾結黨,kiat-oang-kiat-tóng
準若,chún-nā
準講,chún-kóng
著等,tio̍h-téng
萬不二,bān-put-jī/bān-put-lī
鹹水貨,kiâm-chúi-hòe/kiâm-chúi-hè
窮真,khêng-chin/kêng-chin
大紅花,tōa-âng-hoe
變無撚,piàn-bô-lián
桑椹,sng-sûi
鹹草,kiâm-chháu
中盤,tiong-pôaⁿ
水筧,chúi-kéng
失氣,sit-khùi
母仔,bú--á
交葛,kau-kat
石距,chio̍h-kī/chio̍h-kū
利劍劍,lāi-kiàm-kiàm
狗母鮻,káu-bó-so
相放伴,sio-pàng-phōaⁿ
骨目,kut-ba̍k
骨節,kut-chat
術仔,su̍t-á
規半晡,kui-pòaⁿ-po͘
規晡,kui-po͘
當初時,tong-chhe-sî/tong-chhoe-sî
斯當時,su-tong-sî
無閒𩑾𩑾,bô-êng-chhih-chhih
裂獅獅,li̍h-sai-sai
歇假,hioh-ká
雞災,ke-che/koe-che
乞龜,khit-ku
拗痕,áu-hûn
滾躘,kún-liòng
朗讀,lóng-tho̍k
端的,toan-tiah
稻稿,tiū-kó
頭幫車,thâu-pang-chhia
蜂仔炮,phang-á-phàu
線頂,sòaⁿ-téng
為著,ūi-tio̍h
大姊頭仔,tōa-chí-thâu-á
轉來去,tńg--lâi-khì
奶齒,leng-khí/ni-khí
拍莓,phah-m̂
消蝕,siau-si̍h
這號,chit-lō
搜揣,chhiau-chhōe/chhiau-chhē
經布,keⁿ-pò͘/kiⁿ-pò͘
雖罔,sui-bóng
合仔趁,ha̍p-á-thàn
孫新婦,sun-sin-pū
末趁,boa̍t-thàn
大妗喙,tōa-kīm-chhùi
著囝甘,tio̍h-kiáⁿ-kam
輪火鬮,lûn-hóe-khau/lûn-hé-khau
平棒,pêⁿ-pāng/pîⁿ-pāng
四伨,sì-thīn
擋恬,tòng-tiām
死無人,sí-bô-lâng
躼跤蠓,lò-kha-báng
銃藥,chhèng-io̍h
過冬鳥,kòe-tang-chiáu/kè-tang-chiáu
細姑仔,sè-ko͘-á/sòe-ko͘-á
新娘花,sin-niû-hoe
傍官靠勢,pn̄g-koaⁿ-khò-sè/pn̄g-koaⁿ-khò-sì
掩來扯去,am-lâi-chhé-khì
採花蜂,chhái-hoe-phang
捲螺仔水,kńg-lê-á-chúi
徛馬勢,khiā-bé-sè/khiā-bé-sì
做木的,chò-ba̍k--ê/chòe-ba̍k--ê
起番,khí-hoan
放外外,pàng-gōa-gōa
加圇,ka-nn̂g
上童,chiūⁿ-tâng
娘仔豆,niû-á-tāu
塑膠橐仔,sok-ka-lok-á
珠仔釘,chu-á-teng
平正,pêⁿ-chiàⁿ/pîⁿ-chiàⁿ
相接,sio-chiap
號令,hō-lēng
暗摸摸,àm-bong-bong
才閣,chiah-koh
出代誌,chhut-tāi-chì
險仔,hiám-á
絞螺仔風,ká-lê-á-hong
出外人,chhut-gōa-lâng
塗窯,thô͘-iô
錢水,chîⁿ-chúi
菜股,chhài-kó͘
假做,ké-chò/ké-chòe
牛奶粉,gû-leng-hún/gû-ni-hún
單仔,toaⁿ-á
上陸,chiūⁿ-lio̍k
掠枵,lia̍h-iau
止飢,chí-ki
成樣,chiâⁿ-iūⁿ
痴哥草,chhi-ko-chháu
勇壯,ióng-chòng
摒盪,piàⁿ-tn̄g
老長壽,lāu-tiông-siū
流擺,lâu-pái
龜仔,ku-á
敗欉,pāi-châng
健欉,kiāⁿ-châng
跤尾錢,kha-bóe-chîⁿ/kha-bé-chîⁿ
香跤,hiuⁿ-kha
放雨白,pàng-hō͘-pe̍h
尻川後話,kha-chhng-āu-ōe
圓棍棍,îⁿ-kùn-kùn
芳貢貢,phang-kòng-kòng
圓輾輾,îⁿ-liàn-liàn
業命,gia̍p-miā
巷路,hāng-lō͘
三不等,sam-put-téng
女中,lí-tiong/lú-tiong
目神,ba̍k-sîn
孤毛,ko͘-mo͘/ko͘-mô͘
孔明燈,khóng-bêng-teng
相疼痛,sio-thiàⁿ-thàng
有範,ū-pān
花仔和尚,hoe-á-hôe-siūⁿ
喙焦喉渴,chhùi-ta-âu-khoah
食死死,chia̍h-sí-sí
蔥仔珠,chhang-á-chu
出來去,chhut-lâi-khì
嚨喉管,nâ-âu-kńg
在室男,chāi-sek-lâm
大水蟻,tōa-chúi-hiā
受教,siū-kàu
心肝穎仔,sim-koaⁿ-íⁿ-á
爍爍顫,sih-sih-chùn
破糊糊,phòa-kô͘-kô͘
水蛆,chúi-chhi/chúi-chhu
牌匾,pâi-pián
七爺八爺,Chhit-iâ Peh-iâ/Chhit-iâ Poeh-iâ
跳懸,thiàu-koân
茶湯,tê-thng
烏水溝,O͘-chúi-kau
新劇,sin-kio̍k
媽孫仔,má-sun-á
芳雪文,phang-sap-bûn
龍銀,liông-gîn/lêng-gûn
內角,lāi-kak
激頭腦,kek-thâu-náu
佛祖生,Pu̍t-chó͘-seⁿ/Pu̍t-chó͘-siⁿ
雨傘樹,hō͘-sòaⁿ-chhiū
望冬,bāng-tang
鼓箸,kó͘-tī/kó͘-tū
三時有陣,sam-sî-iú-chūn
孤棚,ko͘-pêⁿ/ko͘-pîⁿ
上腳,chiūⁿ-kioh
牽教,khan-kà
犒軍,khò-kun
九降風,káu-kàng-hong
國姓爺,Kok-sèng-iâ
觸鈕仔,tak-liú-á
變撚,piàn-lián
制煞,chè-soah
辟邪,phek-siâ
百歲年老,pah-hòe-nî-lāu/pah-hè-nî-lāu
規山坪,kui-soaⁿ-phiâⁿ
講通和,kóng-thong-hô
貫捾,kǹg-kōaⁿ
光炎炎,kng-iām-iām
光映映,kng-iàⁿ-iàⁿ
熱翕翕,joa̍h-hip-hip/loa̍h-hip-hip
好狗運,hó-káu-ūn
魚漿,hî-chiuⁿ/hû-chiuⁿ
合味,ha̍h-bī
無命,bô-miā
無價,bô-kè
青苔仔,chheⁿ-tî-á/chhiⁿ-tî-á
頭喙,thâu-chhùi
暗報,àm-pò
燒燙燙,sio-thǹg-thǹg
相疊,sio-tha̍h
消磨,siau-mô͘
楓仔葉,png-á-hio̍h
烏寒,o͘-kôaⁿ
鰻仔栽,môa-á-chai
洛神花,lo̍k-sîn-hoe
硞硞,kho̍k-kho̍k
出日,chhut-ji̍t
冰櫥,peng-tû
運搬,ūn-poaⁿ
盤山過嶺,pôaⁿ-soaⁿ-kòe-niá/pôaⁿ-soaⁿ-kè-niá
磚仔角,chng-á-kak
僭權,chiàm-khoân
七里香,chhit-lí-hiong
對千,tùi-chhian
千拄千,chhian-tú-chhian
青蘢蘢,chheⁿ-lèng-lèng/chhiⁿ-lèng-lèng
臭腥龜仔,chhàu-chhèⁿ-ku-á/chhàu-chhìⁿ-ku-á
相袚,sio-phoa̍h
山尖,soaⁿ-chiam
歹囝症,pháiⁿ-kiáⁿ-chèng
毛繐,mn̂g-sui
正中晝,chiàⁿ-tiong-tàu
生理虎,seng-lí-hó͘
白死殺,pe̍h-sí-sat
奸臣仔笑,kan-sîn-á-chhiò
坐罪,chē-chōe
拆箬,thiah-ha̍h
芹菜珠,khîn-chhài-chu/khûn-chhài-chu
苦無,khó͘-bô
風幔,hong-moa
㾀屎,khiap-sái
倒匼,tò-khap
借字,chioh-jī/chioh-lī
烏汁汁,o͘-chiap-chiap
烏麻仔,o͘-môa-á
眠眠,bîn-bîn
臭老羶,chhàu-lāu-hiàn
肚臍空,tō͘-châi-khang
綴手,tòe-chhiú/tè-chhiú
理路,lí-lō͘
蓮蕉,liân-chiau
激皮皮,kek-phî-phî
激槌槌,kek-thûi-thûi
霜仔,sng-á
萬年久遠,bān-nî-kiú-oán
欲死,beh-sí/boeh-sí
海水倒激,hái-chúi tò-kek
好料的,hó-liāu--ê
虛荏,hi-lám
勇跤,ióng-kha
韌布布,jūn-pò͘-pò͘/lūn-pò͘-pò͘
徛騰騰,khiā-thêng-thêng
徛叉仔,khiā-chhe-á
苦湯,khó͘-thng
起去,khí-khì
釉,iu
爸仔,pâ--á
小盤,sió-pôaⁿ
死好,sí-hó
跋歹筊,poa̍h-pháiⁿ-kiáu
剪筊,chián-kiáu
整筊,chéng-kiáu
親戽戽,chhin-hò͘-hò͘
有親,ū-chhin
食清,chia̍h-chheng
跕跤,liam-kha
好枝骨,hó-ki-kut
烏昏,o͘-hng
服藥,ho̍k-io̍h
掠中和,lia̍h-tiong-hô
纘袂牢,chàn-bē-tiâu/chàn-bōe-tiâu
雞喙變鴨喙,ke-chhùi piàn ah-chhùi/koe-chhùi piàn ah-chhùi
抱心,phō-sim
心適興,sim-sek-hèng
割引,koah-ín
大圓,tōa-îⁿ
大晡日,tōa-po͘-ji̍t/tōa-po͘-li̍t
笑色,chhiò-sek
半身不隨,poàn-sin-put-sûi
半仿仔,pòaⁿ-hóng-á
淺現,chhián-hiān
軟蜞,nńg-khî
過家,kòe-ke/kè-ke
老風騷,lāu-hong-so
理家,lí-ke
白直,pe̍h-ti̍t
乒乓,phĭn-phóng
皮皮仔,phôe-phôe-á/phê-phê-á
稻草囷,tiū-chháu-khûn
貓神,niau-sîn
喙凊,chhùi-chhìn
笑粉,chhiò-hún
相換工,sio-ōaⁿ-kang
慢手,bān-chhiú
拍雄,phah-hêng
邊頭,piⁿ--thâu
土符仔,thó͘-hû-á
素料,sò͘-liāu
目彩,ba̍k-chhái
輕兩想,khin-niú-siúⁿ
掂篤,tìm-táu
現仔,hiān-á
做鬧熱,chò-lāu-jia̍t/chòe-lāu-lia̍t
便貨,piān-hòe/piān-hè
現貨,hiān-hòe/hiān-hè
三不服,sam-put-ho̍k
起底,khí-té/khí-tóe
窞倕,thām-thūi
時景,sî-kéng
粗幼,chho͘-iù
偷走厝,thau-cháu-chhù
款勢,khoán-sè/khoán-sì
挐頭,jû-thâu/lû-thâu
退悔,thè-hóe
帕尾,phè-bóe/phè-bé
圇痀,lun-ku
是年是節,sī-nî-sī-cheh/sī-nî-sī-choeh
紅筋,âng-kin/âng-kun
錦痀,gìm-ku
雞毛管仔,ke-mn̂g-kóng-á/koe-mn̂g-kóng-á
搭粒,tah-lia̍p
無時無陣,bô-sî-bô-chūn
閹雞行,iam-ke-kiâⁿ/iam-koe-kiâⁿ
漚搭,àu-tah
鐵衫,thih-saⁿ
攢辦,chhoân-pān
攘,jiāng/giāng
閬站,làng-chām
璇石喙,soān-chio̍h-chhùi
熱底,jia̍t-té/lia̍t-tóe
鼻刀,phīⁿ-to
照原,chiàu-goân
嗤噌,chhi̍h-chhn̍gh
摘名摘姓,tiah-miâ-tiah-sèⁿ/tiah-miâ-tiah-sìⁿ
慢分,bān-hun
嶄然,chám-jiân/chám-liân
過通關,kòe-thong-koan/kè-thong-koan
詼仙,khoe-sian
超磅,chhiau-pōng
著吊,tio̍h-tiàu
目降鬚聳,ba̍k-kàng-chhiu-chhàng
近兜,kīn-tau/kūn-tau
強徒,kiông-tô͘
致心,tì-sim
路長,lō͘-tn̂g
內家,lāi-ke
數佻,siàu-tiáu
無底,bô-té/bô-tóe
爸公業,pē-kong-gia̍p
曷有一个,a̍h-ū-chi̍t-ê
無掛,bô-khòa/bô-khà
定當,tēng-tòng
現交關,hiān-kau-koan
漏仔,lāu-á
饒裕,jiâu-jū/liâu-lū
食路,chia̍h-lō͘
鼻趖,phīⁿ-sô
線屎,sòaⁿ-sái
拚汗,piàⁿ-kōaⁿ
厚味,kāu-bī
無因無端,bô-in-bô-toaⁿ
下日仔,ē-ji̍t-á/ē-li̍t-á
卜面,poh-bīn
相借喙,sio-chioh-chhùi
整本,chéng-pún
辯話骨,piān-ōe-kut
輕蠓蠓,khin-báng-báng
抾風水,khioh-hong-súi
押尾,ah-bóe/ah-bé
押尾手,ah-bóe-chhiú/ah-bé-chhiú
慢鈍,bān-tūn
慢死趖,bān-sí-sô
𫞼諍王,chhāi-chèⁿ-ông/chhāi-chìⁿ-ông
弄家散宅,lōng-ke-sòaⁿ-the̍h
死訣,sí-koat
結果擲捒,kiat-kó-tàn-sak
懊嘟面,àu-tū-bīn
憶著,it-tio̍h
起跤,khí-kha
恐喝,khióng-hat
苦楝舅,khó͘-lēng-kū
苦衷,khó͘-thiong
過風,kòe-hong/kè-hong
做得來,chò-tit-lâi/chòe-tit-lâi
壓落底,ah-lo̍h-té/ah-lo̍h-tóe
天跤下,thiⁿ-kha-ē
趕狂,kóaⁿ-kông
懸踏,koân-ta̍h
門喙,mn̂g-chhùi
貓徙岫,niau-sóa-siū
歹星,pháiⁿ-chheⁿ/pháiⁿ-chhiⁿ
公族仔,kong-cho̍k-á
懸低坎,koân-kē-khám
卵蛋,nn̄g-toaⁿ
省本,séng-pún
探,tham
坦橫生,thán-hoâiⁿ-seⁿ/thán-hûiⁿ-siⁿ
